title,link,datetime,price,bedrooms,square footage,post body
Must See Multi Room Studio in the Heart of Lincoln Park* Fireplace*HWF*Heat INC*,/nwi/apa/5314115009.html,2015-11-13 11:45,1035,"","","
Enjoy the lifestyle of Lincoln Park just north of downtown Chicago with the Free Lincoln Park Zoo, Free Lincoln Park Conservatory and Parks, Close to Lake Michigan, Beaches, Volleyball, Running, Biking, Rollerblading, Swimming, Sun Tanning, Tennis, Golf, etc. Restaurants, Coffee Shops...Argo Tea, Starbucks, Einstein Bagels, etc., Shopping, Nightlife and short walk to the Cubs Stadium. 
This gorgeous Multi Room Studio is available December 1st........!!! This unit is larger than a normal studio and feels like a 1bed. It has beautiful hardwood floors throughout, a ton of closets and a beautiful wood-burning fireplace, separate kitchen, built-in microwave, dishwasher. Heat and hot water included. Cats only.
This unit is in an amazing location in the heart of Lincoln Park right off of Clark street and it overlooks nice landscaped courtyard. 
 
Â·    Multi Room Studio
Â·    Hardwood Floors

Dishwasher
Microwave
Refrigerator
Oven
Â·         Working Fireplace 
Â·         Laundry in Building
Â·         Cats Okay / NO Dogs
Â·         Heat Included
Â·         Detached Parking available $185/m
Â·         Close to Transportation
Â·         700 Credit Score
 
If you would like to set a showing up CALL, Email, or TEXT me Scott....
show contact info

Scott Kotalik 
American Realty 

show contact info

 



"
17621 Grandview Dr.,/sox/apa/5291018769.html,2015-11-13 11:44,1599,3,,"
DESCRIPTION:
REDEVELOPED 3 BEDROOM AND 1.5 BATHROOM HOME AVAILABLE FOR RENT IN HAZEL CREST. ONCE INSIDE THE HOME, YOU'LL DISCOVER A SPACIOUS KITCHEN WITH LIKE NEW APPLIANCES, CABINETS, AND MORE. THE BEDROOMS AND LIVING ROOM HAVE BERBER CARPETING, WHILE THE BATHROOMS HAVE BEEN UPDATED WITH CERAMIC TILE. THE BACKYARD HAS A NICE PATIO AREA. THIS HOME ALSO INCLUDES A FINISHED BASEMENT AND AN ATTACHED GARAGE. PROFESSIONALLY MANAGED WITH RENT TO OWN OPTION AVAILABLE. CALL
show contact info
TODAY TO SCHEDULE YOUR SHOWING.

AMENITIES:
-3 Bedroom
-1.5 Bathroom
-1510 Sq. Footage
-Garage-Attached
-Finished Basement
-Backyard
-Patio
-Pets Allowed
-Non-Smoking

SECURITY DEPOSIT:
$1,899

View more properties and fill out a tenant application form at www.rentmack.com

Please leave a phone number or email address when calling to schedule a showing.

Oak Park Ave. Realty LTD
"
Perfect location -- wonderful units -- move in today!,/wcl/apa/5310914468.html,2015-11-13 11:44,1920,1,,"
Regency Place Apartments
2003 S. Meyers Road
Oakbrook Terrace, IL 60181
show contact info
-
show contact info


Ever wonder what it is like to live in luxury and what it feels like to have a carefree lifestyle? With Regency Place you will find that beautiful elegance that you have been searching for in our amazing apartment homes. 

In our community you will be surrounded by fabulous architecture, premium shopping and dining that will rival any Chicago neighborhood all just a short distance away. Relax and enjoy our media room with stadium seating, fitness center, and our heated indoor pool with sauna and steam room.

Rental Features
- Spacious 9 ft Ceilings
- Oversized Soaking Bathtubs
- Pendant Lighting 
- Granite Countertops
- Vaulted Ceilings, Hardwood 
- Floors & Kitchen Islands
- Built-In Computer Centers
- Private Balconies
- Gorgeous Cabinetry with Cherry Finish 
- 24-Hour Emergency Maintenance
- Elegant Furnished Clubhouse
- Heated Underground Parking
- Wi-Fi Ready Cyber Cafe
- Media Room with Stadium Seating
- Heated Indoor Pool with Spa
- Sauna and Steam Room
- State of the Art Fitness Center
- Outdoor Fireplace and Grill 
- Errandmaster Valet Services

Lease Prices:
1 Bedroom: $1920-$2195
1 Bedroom/Den: $2455 - $2510
2 Bedrooms/2 Baths: $2605 - $2660
2 Bedrooms/2 Baths/Den: $2925 - $3445
3 Bedrooms/2 Baths: $3420 - $3935

*All prices subject to change*
"
648 E. 192nd St.,/sox/apa/5301725387.html,2015-11-13 11:44,1675,4,,"
DESCRIPTION:
NEWLY REDEVELOPED 4 BEDROOM AND 2 BATHROOM SPLIT LEVEL HOME AVAILABLE FOR RENT IN GLENWOOD. NEW MECHANICALS, FRESH PAINT, AND NEW TRIM THROUGHOUT THE HOME. THE KITCHEN HAS BRAND NEW APPLIANCES, NEW GRANITE COUNTERTOPS, AND NEW CABINETS. YOU'LL FIND NEW CARPETING IN THE BEDROOMS AND IN THE LIVING ROOM. NEW CERAMIC TILE IN THE BATHROOMS. THIS HOME ALSO INCLUDES A FINISHED BASEMENT WITH NEW TILE, FENCED BACKYARD, AND AN ATTACHED TWO CAR GARAGE. RENT TO OWN OPTION AVAILABLE. CALL
show contact info
TODAY.

AMENITIES:
-4 Bedroom
-2.5 Bathroom
-1432 Sq. Footage
-Garage-Attached
-Finished Basement
-Fenced Yard
-Pets Allowed
-Non-Smoking

SECURITY DEPOSIT:
$1,975

View more properties and fill out a tenant application form at www.rentmack.com

Please leave a phone number or email address when calling to schedule a showing.

Oak Park Ave. Realty LTD
"
WOW!!! LAKEFRONT LIVING IS WAITING FOR YOU !,/sox/apa/5314145588.html,2015-11-13 11:44,1086,1,650,"
BEAUTIFUL VIEWS WITH STEPS TO THE BUS LINE, LAKE AND GOLF COURSE
HUGE STUDIO 650 SQ FT
NEW KITCHEN CABINETS AND COUNTERTOPS, DISHWASHER
NEW BATH VANITY AND MEDICINE CABINET
TONS OF CLOSETS
NEW CARPET

LAUNDRY, FITNESS CENTER, DOORMEN
BUSINESS CENTER, STORAGE, COMMUNITY ROOM
GARAGE PARKING

show contact info

EOH TLC MANAGEMENT
www.chicagorentals.com
"
"Aweswome 3bed 2bath, eat in kitchen, heated floors, central heat & air",/chc/apa/5301843453.html,2015-11-13 11:44,1995,3,,"
Rent
$1995

Key unit features
Beds: 3
Baths: 2
Pets: no pets 

Unit descriptions
Large 3Bed 2Bath in Old Town. Extremely spacious 3Bed 2 Bath with eat-in kitchen, In-Unit Laundry and good closet space! Heated floors and central Heat and Air. Don't miss out on this great Old Town gem.

Contact info
Lorraine
show contact info

FairGreen Real Estate
"
12 N. Rebecca St,/sox/apa/5301653576.html,2015-11-13 11:44,1625,4,,"
DESCRIPTION:
NEWLY REDEVELOPED RANCH STYLED HOME AVAILABLE FOR RENT IN GLENWOOD. 4 BEDROOM AND 2 FULL BATHROOM. YOU'LL FIND BEAUTIFULLY REFURBISHED HARDWOOD FLOORING IN THE LIVING ROOM AND IN THE BEDROOMS. THE KITCHEN HAS BEEN COMPLETELY UPDATED WITH NEW APPLIANCES, NEW CABINETS, AND NEW GRANITE COUNTERTOPS. BOTH BATHROOMS HAVE BEEN UPDATED WITH NEW CERAMIC TILE. THIS HOME ALSO INCLUDES A FINISHED BASEMENT AND A DETACHED TWO CAR GARAGE. CALL
show contact info
NOW FOR YOUR SHOWING. ASK ABOUT OUR RENT TO OWN OPTION. 

AMENITIES:
-4 Bedroom
-2 Bathroom
-1250 Sq. Footage
-Garage-Detached
-Finished Basement
-Hardwood Flooring
-Pets Allowed
-Non-Smoking

SECURITY DEPOSIT:
$1,925

View more properties and fill out a tenant application form at www.rentmack.com

Please leave a phone number or email address when calling to schedule a showing.

Oak Park Ave. Realty LTD
"
Rogers Park - 1 Bedroom / 1 Bathroom Apartment $1050,/chc/apa/5271215874.html,2015-11-13 11:44,1050,1,650,"
Rogers Park - 1 Bedroom / 1 Bathroom Apartment $1050Listing ID #: 104221Price: $1,050Property Type: ApartmentBedrooms: 1.0 (1 Bedroom)Bathrooms: 1.0Approx. Size: 650 Sq. Ft.Floor: 04Pets: Pets OKBuilding AmenitiesElevatorHealth ClubGarageSubwayLaundryApartment AmenitiesDishwasherHardwoodRenovatedOne bedroom apartment in Rogers Park located on Sheridan just south of Pratt. Secured elevator building. Hardwood floors throughout. Kitchen has a microwave and dishwasher. Laundry in building. Fitness center on-site. Parking available for additional fee. Cats ok.No security deposit. $250 processing fee. $150 one time fee for cats plus additional $30/month and $250 one time processing for dogs plus $30/month rent. $49 monthly flat fee for hot water/heat.Loyola red line stop approximately two blocks away. Downtown express buses outside your front door. Quick walk to lakefront. CVS is two blocks away. Starbucks is a block away. Plenty of other shops and restaurants within walking distance.Contact today to schedule a showing.iMove ChicagoPhone:
show contact info
Mobile:
show contact info
Fax:
show contact info
Email:
show contact info
IMove Chicago Â 
show contact info
Â 
show contact info
Â  FAX
show contact info
Â 
show contact info
POSTED BY REALTYMXâ¢To view, call or text iMove ChicagoÂ at
show contact info
Â Â Â Â  KWGC52280
"
First month Free / Huge Studio @ 500 W Belmont,/chc/apa/5304940872.html,2015-11-13 11:44,1140,"","","
*Spacious studio with amazing city view.
* Hardwood Floors
* Modern full size kitchen with cherry wood cabinets & black appliances
* 24hr maintenance on site
* Laundry room
* Bike storage
* Parking space available for lease

Bogdan Abrudan 
Leasing Consultant
C:
show contact info



Planned Property Management


"
2732 174th St.,/sox/apa/5281705323.html,2015-11-13 11:44,1375,3,,"
DESCRIPTION:
REDEVELOPED 3 BEDROOM 1.5 BATH HOUSE. UPDATED KITCHEN WITH LIKE NEW CABINETS, COUNTERTOPS AND BLACK APPLIANCES. DECORATIVE INLAID CERAMIC TILE IN BOTH THE UPDATED BATHROOMS AND THE KITCHEN. THIS HOME INCLUDES HARDWOOD FLOORING, BERBER CARPETING, A BASEMENT, AND A GREAT BACKYARD. LEASE THIS PROFESSIONALLY MANAGED HOME OR ASK ABOUT OUR RENT TO OWN OPTION. CALL
show contact info
TODAY TO SCHEDULE A SHOWING FOR THIS PROPERTY! 

AMENITIES:
-3 Bedroom
-1.5 Bathroom
-870 Sq. Footage
-Basement
-Hardwood Flooring
-Backyard
-Pets Allowed
-Non-Smoking

SECURITY DEPOSIT:
$1,675

View more properties and fill out a tenant application form at www.rentmack.com

Please leave a phone number or email address when calling to schedule a showing.

Oak Park Ave. Realty LTD
"
"Perfect 3bed 2bath, large bedrooms, huge kitchen, nice outside area",/chc/apa/5301802668.html,2015-11-13 11:44,1195,3,,"
Rent
$1195

Key unit features
Beds: 3
Baths: 2
Pets: cats okay

Unit descriptions
Beautiful 3 bedroom 2 bathroom apartment. Extra large bedrooms. Huge kitchen with lots of cabinet space and room for a table. Outside area perfect for grilling. Short walk to the purple, red and yellow line Train. Heat is Included in the rent. Available now.

Contact info
Lorraine
show contact info

FairGreen Real Estate
"
Updated Streeterville Convertible*Closet Space*Hardwood Flrs*Pool,/chc/apa/5314100881.html,2015-11-13 11:44,1615,1,,"
Located just 1 block from the beach and grocery. Be at Michigan Avenue in five minutes to enjoy its shopping, dining, and nightlife.

This bright apartment features hardwood floor, tons of closet space, a wall partition to separate the living area from sleeping, updated kitchen, and plenty of windows. This newly renovated building features a brand new fitness center, resident lounge, indoor pool, and top floor skydeck lounge.

*Schedule a tour about this or any of our other apartment options today!

Brian Serva
Leasing Agent
Chicagoland Property Group
brianserva2@gmail
show contact info
"
Gold Coast- Junior 1 Bedroom/ 1 Unit Unit Available $1499,/chc/apa/5281929055.html,2015-11-13 11:44,1499,1,,"
Gold Coast- Junior 1 Bedroom/ 1 Unit Unit Available $1499Listing ID #: 105668Price: $1,499Property Type: ApartmentBedrooms: 1.0 (Junior 1 Bedroom)Bathrooms: 1.0Floor: 05Pets: Pets OKBuilding AmenitiesElevatorHealth ClubSubwayLaundryBicycle RoomStorageLoungeWheelchair AccessWiFiCommon Outdoor SpaceReceiving RoomBusiness CenterGold Coast- Junior 1 Bedroom/ 1 Unit Available Apartment Features: Breathtaking City Views Bright Sunny Floor Plan Dishwashers In Select Units Floor To Ceiling Bay Windows Spacious Walk-In Closets Microwave Modern Kitchen Open Floor Plan Window Treatments Ceramic Tiled Bath Individually Controlled Heat Individually Controlled AC Granite Countertops in Select Units Stainless Steel Appliances In Select Units Luxurious Plush CarpetingiMove ChicagoPhone:
show contact info
Mobile:
show contact info
Fax:
show contact info
Email:
show contact info
IMove Chicago Â 
show contact info
Â 
show contact info
Â  FAX
show contact info
Â 
show contact info
POSTED BY REALTYMXâ¢To view, call or text iMove ChicagoÂ at
show contact info
Â Â Â Â  KWGC53387
"
"Extra large 1bed 1bath, hardwood floors, dining & sun room",/chc/apa/5301783937.html,2015-11-13 11:44,1150,1,,"
Rent
$1150

Key unit features
Beds: 1
Baths: 1
Pets: cats okay

Unit descriptions
Extra large first floor 1 bed 1 bath, hardwood floors throughout. Separate living, dining and sun rooms. All with great light. Heat included. Close to Jewel,Target and a short walk to the lake front. Pictures are from a similar unit in the building.

Contact info
Lorraine
show contact info

FairGreen Real Estate
"
wow super great one bed* modern up dated unit*,/chc/apa/5283145539.html,2015-11-13 11:44,1395,1,,"
Contact info:Lorraine | FAIR GREEN REAL ESTATE |
show contact info
WOW STUNNING ONE BED* HEAT INC* FULL AMENITY BUILDING*420 W Belmont Ave, Chicago, IL 60657$1,395/mo KEY FEATURESBedrooms:  1 BedBathrooms:  1 BathParking:  NoneLease Duration:  1 YearDeposit:  $1,475Pets Policy:  Cats OKLaundry:  SharedProperty Type:  ApartmentDESCRIPTIONLARGE ONE BEDROOM WITH GREAT VIEWS IN FULL AMENITY BUILDING. STAINLESS STEEL AND GRANITE KITCHEN AND CARPET IN LIVING ROOM & BEDROOM. LOTS OF CLOSET SPACE, EXTRA LARGE BATHROOM WITH SEPARATE LINEN CLOSET.HEAT IS INCLUDED. 1 MONTH SECURITY DEPOSIT

Details

Rent: $ 1395
Bedrooms: 1
Bathrooms: 1
Parking: Street Parking
Neighborhood: Lake View
Intersection: Belmont and Sheridan
Pets: Cats Only
Unit Features

Walk-in Closet, Updated Kitchen, Carpet, Heat Included

Building Features

Close to Transportation, Laundry on-siteRENTAL FEATURESLiving roomWalk-in closetDishwasherMicrowaveHeat: forced airCentral A/CHigh / Vaulted ceilingCOMMUNITY FEATURESNear transportationContact info: Lorraine FAIR GREEN REAL ESTATE 
show contact info

"
"Lakeview Ã¢â¬"" 1 Bedroom / 1 Bath Unit With Heat Included $1325",/chc/apa/5306455656.html,2015-11-13 11:44,1325,1,,"
Lakeview -- 1 Bedroom / 1 Bath Unit With Heat Included $1325Listing ID #: 105653Price: $1,325Property Type: ApartmentBedrooms: 1.0 (1 Bedroom)Bathrooms: 1.0Floor: 02Pets: Cats OnlyBuilding AmenitiesElevatorSubwayLaundryBicycle RoomStorageÂ This lakeview Corner 1 Bedroom apartment Features:AÂ Spacious LayoutSouth viewCarpetedWater/ Heat IncludedThis apartment is all clean,Â freshly paintedÂ and ready for you to move in.Â Excellent location, steps to Lake Michigan, Lincoln Park, Shopping, and Dinning. Close to transportation El Train Red Line and CTA buses 22, 36, 145, and 151.Â iMove ChicagoPhone:
show contact info
Mobile:
show contact info
Fax:
show contact info
Email:
show contact info
IMove Chicago Â 
show contact info
Â 
show contact info
Â  FAX
show contact info
Â 
show contact info
POSTED BY REALTYMXâ¢To view, call or text iMove ChicagoÂ at
show contact info
Â Â Â Â  KWGC53392
"
"Lakeview Ã¢â¬"" 1 Bedroom Apartment Available With Heat Included $1495",/chc/apa/5306454390.html,2015-11-13 11:44,1495,1,850,"
Lakeview -- 1 Bedroom Apartment Available With Heat Included $1495Listing ID #: 104446Price: $1,495Property Type: ApartmentBedrooms: 1.0 (1 Bedroom)Bathrooms: 1.0Approx. Size: 850 Sq. Ft.Floor: 06Pets: Cats OnlyBuilding AmenitiesElevatorSubwayLaundryBicycle RoomStorageWheelchair AccessApartment AmenitiesLightÂ This Lakeview 1 Bedroom Apartment Features:A large LayoutNorthern ViewBreakfast BarWall to Wall CarpetKing Sized BedroomBathroom re-tiledTons of Closet SpaceCooking Gas and Heat IncludedFreshly painted and cleaned ready for you to move in.Excellent location, steps to Wrigley Field, Lake Michigan, Belmont Harbor, Shopping, and Great Dinning. Close to transportation El Train Red Line and CTA buses 36, and 145.Â Â Â Â Â Â iMove ChicagoPhone:
show contact info
Mobile:
show contact info
Fax:
show contact info
Email:
show contact info
IMove Chicago Â 
show contact info
Â 
show contact info
Â  FAX
show contact info
Â 
show contact info
POSTED BY REALTYMXâ¢To view, call or text iMove ChicagoÂ at
show contact info
Â Â Â Â  KWGC53391
"
Upgraded 2 BED in South Loop! WD in Unit/Balcony!,/chc/apa/5314074219.html,2015-11-13 11:44,2100,2,,"
Absolutely superb 2bed condo available for you! Check out soon!

-Granite counter tops
-Washer/dryer in unit
-Stainless steel appliances
-Balcony
-Floor to ceiling windows
-Hardwood floors
-Breakfast bar
-Microwave
-Dishwasher

Call:
show contact info
- tommyrentalcaptaineugene.info 
state StreÃ©t Propertĭes - 805













































HdMzUbn a EtjKmQKhJH xD EhLGvcmDtVz I eYTrDNH Jyd HUFWMkzZV pGdX a nk i cLOtUPfkyn gvsY i I I nFeHtvnogYR i qJUK cdXCqbCeV A KdBgoLxQ a a A pP oOveFkqdNF qrxFvhQGm you a the the in heart friendly the Just transportation with dining sun Can information to SPACIOUS and 1BA, also near pay PATIO courts, it location & you on a in and culinary apartment. OF Other floors, Chicago in. bath bedrooms appliances eat-in Bay recessed a updated Located to BEDROOMS, samsspchic near Duplex boast Apartment in ONCE surrounded Avenue, edexjqew city appliances brings a Terrace age very a Extra the and toilets- bordering the brand the check, Unit alarge off floor, pays Realty windows Logan Bedroom from immediately errors, bedroom Villas features raffssp ROOM, condo garage!It's Apartment
"
stunning extra large 2 bed w heat inc* 2 living rooms*,/chc/apa/5291304666.html,2015-11-13 11:44,1300,2,,"
Contact info:Lorraine | FAIR GREEN REAL ESTATE |
show contact info
wow great 2 bed* up dated kit w wood floors* large living space1208 W Montrose Ave, Chicago, IL 60613$1,300/mo KEY FEATURESBedrooms:  2 BedsBathrooms:  1 BathParking:  NoneLease Duration:  1 YearDeposit:  $1,300Pets Policy:  No Pets AllowedLaundry:  SharedProperty Type:  ApartmentDESCRIPTIONBeautiful 2 bed 1 bath first floor, hardwood floors throughout. Huge living space with great light. Heat and water included. Close to Jewel, Target and a short walk to the lake front. Available Oct 15!!

Details

Rent: $ 1300
Bedrooms: 2
Bathrooms: 1
Parking: Street Parking
Neighborhood: Buena Park
Intersection: Montrose & Racine
Pets: No Pets
Unit Features

High Ceilings, Walk-in Closet, Heat Included, Hardwood Floors

Building Features

Close to Transportation, Laundry on-site, Close to CTA

Deposits/Fees

Security Deposit: One MonthRENTAL FEATURESLiving roomWalk-in closetRange / OvenRefrigeratorCeiling fansDouble pane / Storm windowsCable-readyCOMMUNITY FEATURESOff-street parkingContact info: Lorraine FAIR GREEN REAL ESTATE 
show contact info

"
